inc_list,year,state_s,growth,revenue,ifmid,ifiid,founded,yrs_on_list,partner_lists/0,partner_lists/1
N,2018,VA,68.00,4643715,3,9,2007,5,,
N,2018,IL,67.97,6416544,17,9,2006,5,,
N,2018,IN,67.94,42335569,83,2,1999,2,,
N,2018,GA,67.92,40986233,29,10,2003,10,,
N,2018,IL,67.92,330632220,17,28,2007,5,,
N,2018,NY,67.92,7940026,9,5,2006,3,,
N,2018,TX,67.89,41656230,8,21,1988,4,,
N,2018,FL,67.88,10748954,1,10,2009,3,X,
N,2018,AZ,67.79,4515343,46,20,1994,2,,
N,2018,TX,67.76,5111136,22,21,2011,2,,
N,2018,NY,67.75,8502510,9,28,2007,6,,
N,2018,CA,67.74,4477806,2,24,2007,3,,
N,2018,ME,67.71,3940682,98,7,2008,4,,
N,2018,WA,67.63,3084026,970,14,1987,2,,
N,2018,CA,67.62,5412953,2,5,2009,5,X,
N,2018,IL,67.61,26581000,17,6,2009,3,,
N,2018,FL,67.59,11253843,1,6,2004,1,,
N,2018,NY,67.59,2126311,9,5,2005,1,,
N,2018,NJ,67.56,3542200,9,28,2002,3,,
N,2018,GA,67.51,61325816,29,6,1991,8,,
N,2018,CA,67.50,179677028,2,2,2005,6,X,
N,2018,TX,67.46,61539000,18,9,2014,1,,
N,2018,OH,67.44,18654601,79,17,2006,7,X,
N,2018,VA,67.43,8182822,15,28,2008,7,,
N,2018,TX,67.26,25348778,8,10,2007,6,,
N,2018,PA,67.19,17059566,305,9,1988,2,,
N,2018,MN,67.13,139839165,13,9,2000,1,,
N,2018,FL,67.04,7404505,1,17,2002,1,,
N,2018,FL,67.00,2334388,572,17,2001,1,,
N,2018,CO,66.99,2604416,80,3,2009,1,,
N,2018,FL,66.96,3511921,7,10,2005,2,,
N,2018,PA,66.93,64156413,49,9,1981,10,,
N,2018,UT,66.91,471969162,12,3,1988,5,,
N,2018,VA,66.90,4483000,3,21,2003,5,,
N,2018,CA,66.89,3030836,11,17,2012,1,,
N,2018,VA,66.85,4813066,3,5,2008,1,,
N,2018,CA,66.84,48714854,4,21,1996,5,,
N,2018,AZ,66.80,36847012,46,11,2009,4,X,
N,2018,MD,66.78,6653727,3,15,2013,1,X,
N,2018,GA,66.68,231583000,29,10,2000,6,,
N,2018,NY,66.68,5075856,476,3,2007,5,,
N,2018,IA,66.65,3307315,442,4,2005,1,X,
N,2018,IL,66.61,81711708,17,4,2008,7,X,
N,2018,CA,66.58,20060000,4,4,1998,1,,
N,2018,VA,66.57,2921982,3,7,2012,2,,
N,2018,FL,66.56,2492485,68,5,2009,2,,
N,2018,OR,66.56,3554421,10,23,2008,4,,
N,2018,FL,66.54,12048589,68,20,1998,1,,
N,2018,CA,66.51,7199583,11,22,2010,1,,
N,2018,NY,66.48,3637908,9,24,2005,2,,
N,2018,PA,66.45,22799699,49,20,2006,7,X,
N,2018,IL,66.40,6439579,17,17,2013,1,,
N,2018,OH,66.38,173464392,168,6,1995,3,,
N,2018,VA,66.36,21838253,3,28,2013,1,,
N,2018,OH,66.29,14532311,79,12,2006,8,,
N,2018,OH,66.26,23687969,19,24,2004,2,,
N,2018,MA,66.22,44268393,6,25,1980,5,,
N,2018,CA,66.20,39327989,11,9,2007,8,,
N,2018,MA,66.19,169348000,6,9,2007,7,,
N,2018,DC,66.18,12329519,3,14,2006,1,,
N,2018,VA,66.15,6545961,15,3,1999,6,X,X
N,2018,SC,66.15,11805329,276,4,2001,6,,
N,2018,TX,66.06,24974072,22,3,1996,2,,
N,2018,TX,66.02,109569398,8,10,2004,3,,
N,2018,TX,66.01,780907723,886,18,2003,5,,
N,2018,CA,65.96,4646986,2,5,2010,4,,
N,2018,CA,65.93,5912793,2,3,2006,4,,
N,2018,GA,65.91,7676535,429,10,2014,2,,
N,2018,TN,65.90,5078375,604,22,2009,5,,
N,2018,FL,65.88,2820000,1,21,2010,3,,
N,2018,CO,65.88,4143655,30,11,2002,3,,
N,2018,WA,65.88,122374831,23,15,1988,4,,
N,2018,CA,65.86,16237788,2,28,2003,5,,
N,2018,AL,65.82,6312907,140,5,2006,5,X,
N,2018,OH,65.78,11659000,19,5,1995,6,,
N,2018,NC,65.70,2194772,138,20,2008,1,,
N,2018,MA,65.67,14330849,6,11,1998,4,,
N,2018,LA,65.67,3499149,33,5,2005,4,,
N,2018,TN,65.65,27578229,105,20,1991,1,,
N,2018,CO,65.63,31273882,30,5,2006,4,,
N,2018,TX,65.60,6067143,14,16,2008,1,,
N,2018,CA,65.59,12004127,2,4,2004,6,,
N,2018,PA,65.56,21489995,49,15,1971,1,,
N,2018,NY,65.55,4821393,9,15,2008,2,,
N,2018,MN,65.54,73167535,13,10,2006,6,,
N,2018,GA,65.49,11442925,29,17,2011,1,,
N,2018,GA,65.44,2449689,29,21,2001,6,,
N,2018,TX,65.40,6166970,18,9,2013,2,,
N,2018,IA,65.35,6031352,161,3,2003,4,,
N,2018,CA,65.32,5076816,11,17,2000,4,,
N,2018,MA,65.30,14632701,6,11,2000,1,,
N,2018,IA,65.19,34527891,174,4,2005,9,,
N,2018,CA,65.14,18569799,11,2,2007,4,,
N,2018,NJ,65.07,12869723,9,9,2006,1,,
N,2018,IL,65.07,3002835,17,28,2007,3,,
N,2018,WA,65.06,28556546,973,7,2005,2,,
N,2018,MA,64.98,85717609,6,6,1941,10,X,
N,2018,GA,64.93,80540112,29,21,2004,3,,
N,2018,CA,64.88,22822082,11,24,1959,3,,
N,2018,TX,64.86,20711415,22,20,2005,5,,
N,2018,CA,64.83,9598833,11,17,2006,5,,
N,2018,AZ,64.81,28306942,46,11,1997,3,,
N,2018,MA,64.80,8414354,6,24,2001,1,,
N,2018,MN,64.78,27776691,13,18,1991,6,,
N,2018,TX,64.76,9361757,886,20,2005,1,,
N,2018,CT,64.75,30303042,70,4,2001,5,,
N,2018,CO,64.74,4178629,257,28,2001,2,,
N,2018,KS,64.72,16619853,104,11,1986,2,,
N,2018,WA,64.71,2708203,23,4,2010,2,,
N,2018,TX,64.64,2169699,22,4,2006,1,X,
N,2018,MD,64.62,19011472,35,28,2002,5,,
N,2018,AZ,64.60,3398407,46,24,2002,1,X,
N,2018,CA,64.60,70109827,20,23,2000,9,X,
N,2018,IN,64.53,175575000,630,22,1994,7,X,
N,2018,FL,64.52,12693159,7,24,2002,1,,
N,2018,NY,64.49,19231903,479,15,1992,3,,
N,2018,PA,64.49,55329050,112,6,1999,6,,
N,2018,NC,64.40,2116281,43,14,2005,1,,
N,2018,IN,64.40,4741911,81,28,2005,1,,
N,2018,MA,64.36,15210697,6,17,2008,5,,
N,2018,PA,64.35,3463993,49,28,2005,4,,
N,2018,UT,64.31,17715108,204,17,2009,1,,
N,2018,IL,64.31,2236605,17,28,2010,1,,
N,2018,FL,64.22,19286410,1,20,1999,9,,
N,2018,UT,64.19,6041154,48,5,2001,2,,
N,2018,WA,64.15,160556723,23,3,1969,5,,
N,2018,VA,64.07,9328001,3,7,1998,4,,
N,2018,NC,64.07,3152386,36,20,2010,1,,
N,2018,PA,64.06,585636073,49,3,1985,1,,
N,2018,NC,64.04,18761904,36,5,2006,7,,
N,2018,OH,63.98,64926370,19,6,2007,7,,
N,2018,NJ,63.96,57596231,9,28,2006,3,,
N,2018,NC,63.96,6052200,509,17,2013,1,,
N,2018,IN,63.93,29934422,162,11,1945,2,,
N,2018,VA,63.90,6734345,3,29,2011,1,,
N,2018,NJ,63.89,3456447,9,17,2003,2,,
N,2018,FL,63.88,50421542,334,11,1989,2,,
N,2018,VA,63.86,2146982,3,24,2012,1,,
N,2018,NC,63.81,3134030,43,19,2005,2,,
N,2018,SC,63.80,15096412,107,5,2007,5,,
N,2018,LA,63.78,3629698,33,10,2005,4,,
N,2018,GA,63.77,29178419,29,2,2003,7,,
N,2018,KS,63.75,5764700,104,15,1987,1,,
N,2018,IL,63.71,10076300,17,29,2011,3,,
N,2018,GA,63.70,5571514,29,16,2008,1,,
N,2018,MO,63.66,17837093,102,28,1988,9,,
N,2018,FL,63.63,12531492,246,9,1948,2,,
N,2018,CA,63.59,8544087,4,20,2010,1,,
N,2018,CA,63.56,2574862,2,23,2002,1,X,
N,2018,CA,63.55,59750212,87,9,1989,8,,
N,2018,CA,63.55,53823554,2,9,2003,4,,
N,2018,CA,63.55,2284573,2,5,2009,1,,
N,2018,CA,63.54,17100446,2,17,2003,1,,
N,2018,MA,63.53,37032644,113,10,1994,4,,
N,2018,OK,63.47,11215233,38,5,2003,8,,
N,2018,TX,63.47,61948458,8,17,1999,7,,
N,2018,PA,63.47,54312347,406,6,2007,6,,
N,2018,MA,63.44,5617113,6,11,2007,6,,
N,2018,IN,63.43,10482569,81,17,1997,1,,
N,2018,MI,63.40,124907533,50,11,1990,9,X,
N,2018,HI,63.33,48459146,101,24,1980,1,,
N,2018,NC,63.19,13848953,509,10,1994,1,X,
N,2018,CA,63.16,20532856,54,10,2003,6,,
N,2018,IL,63.13,18298676,17,17,2003,5,X,
N,2018,VA,63.11,3670000,40,28,1997,2,,
N,2018,TX,63.06,6303596,8,9,2008,2,,
N,2018,IL,63.02,22112276,17,19,2008,4,,
N,2018,CO,63.01,123745274,31,1,2005,4,,
N,2018,KY,62.99,19740858,630,20,1982,3,,
N,2018,TX,62.96,14133772,8,5,1997,2,,
N,2018,GA,62.93,17727092,29,28,2007,5,,
N,2018,NY,62.93,8989957,9,5,1987,1,,
N,2018,VA,62.87,36973854,3,7,1987,7,X,
N,2018,GA,62.83,5595000,29,4,2011,2,,
N,2018,IL,62.79,34190155,17,21,2004,7,,
N,2018,IL,62.68,2401510,17,10,1993,1,,
N,2018,CO,62.67,25983735,30,9,1999,9,,
N,2018,CA,62.55,16015356,11,18,1959,2,X,
N,2018,WI,62.53,10272859,27,15,2008,2,,
N,2018,MI,62.51,45015700,219,15,1990,2,,
N,2018,CO,62.49,5947989,31,9,2008,1,,
N,2018,NJ,62.45,5700734,9,28,2005,3,,
N,2018,NC,62.44,3441549,192,19,2005,1,,
N,2018,DC,62.44,4162873,3,3,2008,2,,
N,2018,CA,62.44,4012000,75,17,1979,1,,
N,2018,VA,62.37,20924928,40,28,1997,4,,
N,2018,PA,62.35,2599260,305,9,1993,1,,
N,2018,GA,62.33,17877056,29,21,2007,9,,
N,2018,CA,62.33,10092805,4,28,1998,1,,
N,2018,FL,62.32,19141908,334,4,2008,2,,
N,2018,LA,62.31,80649586,139,20,2002,5,,
N,2018,MI,62.31,8191944,50,29,1998,4,,
N,2018,CA,62.26,11699027,2,10,2004,5,,
N,2018,NC,62.26,3178474,43,4,2011,3,,
N,2018,RI,62.22,3134000,55,13,2010,2,,
N,2018,CT,62.14,3606000,58,5,2003,1,,
N,2018,CA,62.10,8610805,11,5,2004,7,,
N,2018,AZ,62.09,5122710,46,20,2002,2,,
N,2018,MA,62.04,58013000,6,20,1985,6,,
N,2018,IN,62.00,3614497,81,13,2004,4,,
N,2018,MI,61.97,105986240,144,25,1997,11,,
N,2018,FL,61.94,6973022,1,5,1987,4,,
N,2018,UT,61.91,26451889,12,4,1990,7,,
N,2018,MN,61.90,26816073,13,28,2001,5,,
N,2018,IL,61.90,5749997,17,5,2008,5,X,
N,2018,OK,61.85,3570160,38,7,2004,3,,
N,2018,TN,61.83,3700394,82,5,2006,3,X,
N,2018,MO,61.80,82522367,74,2,2001,6,,
N,2018,NY,61.77,9894191,9,19,2006,6,,
N,2018,MO,61.74,5369478,74,19,2011,1,,
N,2018,NY,61.72,480956135,9,17,1975,9,,
N,2018,FL,61.71,228584460,7,17,2002,3,,
N,2018,MD,61.64,4653810,35,28,2001,4,,
N,2018,TX,61.63,6153440,22,2,2008,3,,
N,2018,MO,61.59,16283400,74,10,1994,1,,
N,2018,PA,61.59,486166000,49,20,1992,9,,
N,2018,PA,61.56,2379831,49,10,2011,1,,
N,2018,CA,61.56,14963903,2,2,1999,7,,
N,2018,DE,61.54,4899283,49,11,2009,4,,
N,2018,ID,61.48,143061769,907,6,2000,3,,
N,2018,TX,61.44,70015593,22,21,2006,6,,
N,2018,NY,61.43,25096410,146,28,2005,1,,
N,2018,GA,61.42,2457681,29,21,2003,2,,
N,2018,FL,61.39,13244293,1,24,2007,7,,
N,2018,FL,61.39,16709685,7,28,2002,9,,
N,2018,OR,61.37,2214803,10,3,2005,2,,
N,2018,AL,61.37,22693501,69,7,2005,6,,
N,2018,IL,61.34,49782393,17,5,2007,7,,
N,2018,NV,61.34,135296697,1004,3,1979,5,,
N,2018,CA,61.32,12159491,2,19,2001,1,X,
N,2018,TX,61.28,3225367,8,17,2012,2,,
N,2018,IL,61.25,4778951,17,3,2007,5,,
N,2018,TX,61.25,12739970,8,20,1989,1,,
N,2018,MD,61.20,38066907,301,7,2003,9,,
N,2018,OH,61.18,9002726,79,17,1985,7,,
N,2018,CA,61.08,3154783,2,10,1999,1,,
N,2018,NJ,61.04,5697500,9,5,2005,3,,
N,2018,NC,61.03,3455061,36,28,1997,3,,
N,2018,PA,61.02,18500288,168,1,2006,3,X,
N,2018,AZ,60.87,82513083,46,21,2006,5,,
N,2018,AZ,60.80,6266942,46,2,2009,5,X,
N,2018,PA,60.77,42142817,49,24,1999,3,X,
N,2018,MI,60.77,58885471,50,11,1998,10,,
N,2018,MA,60.76,48116794,6,22,2006,3,,
N,2018,WI,60.76,7485765,78,15,2001,7,,
N,2018,NE,60.75,69866024,97,15,2008,5,,
N,2018,GA,60.69,2230894,29,2,2002,1,,
N,2018,NY,60.66,76737584,9,11,2008,2,,
N,2018,CA,60.61,19346476,4,5,1998,1,X,
N,2018,CO,60.50,2255725,10,4,2010,1,,
N,2018,OH,60.42,3015040,79,14,2000,4,,
N,2018,MI,60.39,53101407,50,21,1998,7,X,
N,2018,CA,60.38,2427185,2,17,2011,1,,
N,2018,TX,60.29,35468000,22,10,1983,6,,
N,2018,GA,60.29,16957923,29,3,2011,5,,
N,2018,MT,60.28,3413717,369,24,1994,1,,
N,2018,MO,60.27,8019918,21,11,1998,4,,
N,2018,PA,60.26,10962000,49,13,1993,4,,
N,2018,AL,60.22,3575588,69,7,2010,4,,
N,2018,WI,60.21,78742001,722,15,1970,7,,
N,2018,MD,60.11,7701432,35,5,2005,3,,
N,2018,OR,60.11,34651853,10,1,1981,6,X,
N,2018,MD,60.09,3517261,35,5,2009,4,,
N,2018,CT,60.07,73663430,100,10,2007,7,,
N,2018,NJ,60.07,4962067,9,1,1999,2,,
N,2018,PA,60.06,17787607,49,20,1981,2,X,
N,2018,MI,60.02,24043732,84,4,2001,8,,
N,2018,NV,60.01,7991430,125,10,1974,2,,
N,2018,NJ,59.99,17604476,9,2,1983,6,,
N,2018,MN,59.98,2043500,13,4,2007,1,,
N,2018,AZ,59.89,3849195,46,10,2006,1,,
N,2018,NV,59.88,14206140,1004,19,2006,3,,
N,2018,OR,59.86,11947839,10,18,2004,2,X,
N,2018,OH,59.85,6760602,39,21,2003,1,,
N,2018,NJ,59.84,10450330,59,17,2006,6,,
N,2018,CO,59.84,3628207,30,5,2011,1,,
N,2018,ID,59.83,50333456,159,3,1998,1,,
N,2018,NJ,59.78,12880000,59,29,2007,2,,
N,2018,NY,59.77,9810000,9,11,2007,3,,
N,2018,MN,59.76,83662789,13,29,2003,10,,
N,2018,IN,59.72,6758316,142,10,2006,6,,
N,2018,WA,59.67,17418600,94,17,1995,8,,
N,2018,TN,59.66,20100000,105,6,1999,2,,
N,2018,KY,59.66,793005000,47,15,1998,8,,
N,2018,VA,59.55,150589448,3,28,2005,8,,
N,2018,TN,59.50,29437708,82,17,2005,7,,
N,2018,IL,59.50,52449063,17,12,1995,12,,
N,2018,PR,59.46,10693503,217,14,2001,1,,
N,2018,PA,59.39,4658327,49,5,2010,3,,
N,2018,MO,59.37,34285785,74,10,2003,7,,
N,2018,NJ,59.36,120585905,9,28,2001,7,,
N,2018,VA,59.35,7122313,3,11,1990,1,,
N,2018,MA,59.21,6949606,6,9,2010,5,,
N,2018,FL,59.20,11155545,1,17,2009,3,,
N,2018,NY,59.16,2987291,270,5,1986,1,,
N,2018,OH,59.12,220249607,47,4,1993,6,,
N,2018,AZ,59.10,3314875,46,17,2004,3,,
N,2018,CA,59.09,14459591,247,17,2009,1,,
N,2018,TX,59.01,5419811,8,16,2008,2,,
N,2018,AZ,59.00,6085954,46,17,2013,2,,
N,2018,FL,58.96,232815466,7,6,2009,6,,
N,2018,OR,58.93,36802191,10,14,1996,7,,
N,2018,TN,58.91,82817367,82,17,1999,12,X,
N,2018,MI,58.86,3571675,50,17,1993,2,,
N,2018,MN,58.85,14307619,13,9,2000,4,,
N,2018,MA,58.83,10748437,6,10,1993,8,,
N,2018,OK,58.81,2903000,841,21,2009,2,,
N,2018,TX,58.70,21609683,8,29,2008,3,X,
N,2018,CO,58.68,5586595,30,2,2003,2,,
N,2018,MI,58.68,48341417,219,15,1992,2,,
N,2018,AZ,58.65,30796845,46,14,1995,8,,
N,2018,MI,58.63,36565362,296,15,1962,10,,
N,2018,VA,58.62,28839114,3,12,2009,7,,
N,2018,DC,58.56,3714275,3,9,2008,1,X,
N,2018,CT,58.55,2891948,100,5,1989,1,,
N,2018,MA,58.55,2589966,6,4,2012,1,,
N,2018,TX,58.51,2304744,8,24,2007,1,,
N,2018,CA,58.51,50920457,2,5,2013,2,,
N,2018,MO,58.51,20500000,74,2,1983,2,X,
N,2018,LA,58.50,96445690,139,18,1998,11,,
N,2018,CA,58.48,6253597,2,4,2004,5,,
N,2018,TN,58.48,216406699,82,20,1944,1,,
N,2018,NC,58.27,136135000,36,21,1999,12,X,
N,2018,CA,58.26,6097804,54,20,2012,1,X,
N,2018,MA,58.25,3356527,6,19,2011,3,,
N,2018,MA,58.25,8827667,6,4,2005,1,,
N,2018,CA,58.24,4516358,11,20,2005,5,,
N,2018,GA,58.20,9632378,29,5,2011,4,,
N,2018,GA,58.17,1928758851,29,17,2001,11,,
N,2018,NJ,58.17,3288072,49,20,2000,1,,
N,2018,CA,58.17,4651221,4,9,2009,4,,
N,2018,SC,58.10,4023947,107,29,2003,4,,
N,2018,NY,58.09,238683413,9,2,1979,2,,
N,2018,VA,58.06,6627621,15,6,1996,6,X,
N,2018,CT,58.04,11542000,58,5,1996,4,,
N,2018,OH,57.98,25425665,47,20,2010,1,,
N,2018,TX,57.94,209267166,22,16,2010,4,,
N,2018,NY,57.92,47289000,9,18,1992,1,,
N,2018,CO,57.85,11826377,30,24,1994,2,,
N,2018,NY,57.82,4300677,9,10,2003,3,,
N,2018,TX,57.79,2840380,4,29,2008,2,,
N,2018,VA,57.70,7972784,15,9,2001,1,,
N,2018,CA,57.69,1186683500,2,10,1994,13,,
N,2018,MN,57.65,9492000,13,5,2005,6,,
N,2018,AL,57.61,25951598,140,11,1997,1,,
N,2018,VA,57.60,7179620,3,7,2012,3,,
N,2018,IL,57.57,2416906,17,4,2012,3,,
N,2018,CA,57.43,11216669,2,25,2000,1,,
N,2018,CO,57.41,7646701,31,17,1985,4,,
N,2018,CO,57.41,4199779,896,20,2008,1,,
N,2018,CA,57.39,128770000,4,7,1999,3,,
N,2018,PA,57.35,160781213,49,10,1983,9,,
N,2018,GA,57.34,10728626,562,6,2003,2,,
N,2018,PA,57.30,18215073,49,24,1989,4,,
N,2018,MA,57.28,6570866,113,16,1951,6,,
N,2018,ND,57.24,14266000,118,9,2004,7,,
N,2018,NY,-1.00,6225694,9,2,2010,1,,
N,2018,GA,-1.00,12588927,29,17,2005,1,,
N,2018,CA,-1.00,429291227,2,10,1990,1,,
N,2018,PA,-1.00,18822890,406,6,2014,1,,
N,2018,MI,-1.00,185231822,50,2,1991,1,,
N,2018,CO,-1.00,10148684,31,19,2004,1,,
N,2018,CA,-1.00,7829067,11,24,1996,1,,
N,2018,TN,-1.00,29684610,82,17,2010,1,,
N,2018,NY,-1.00,6005755,146,16,1999,1,,
N,2018,CA,-1.00,6100436,2,11,1992,1,,
N,2018,AZ,-1.00,11060520,46,14,1996,1,,
N,2018,AL,-2.00,5929540,69,7,2014,1,,
N,2018,WA,-2.00,4292838,10,16,2002,1,,
N,2018,AZ,-2.00,14255977,46,2,1997,1,,
N,2018,WI,-2.00,11552176,17,25,1990,1,,
N,2018,WA,-2.00,9684431,973,7,1993,1,,
N,2018,NY,-2.00,13663723,9,3,2007,1,,
N,2018,IL,-2.00,4456515,17,10,2008,1,,
N,2018,MI,-3.00,5138301,50,15,1994,1,,
N,2018,MA,-3.00,4903389,6,11,1997,1,,
N,2018,LA,-3.00,9895298,139,11,1995,1,,
N,2018,TX,-3.00,8561954,8,20,2010,1,,
N,2018,CA,-3.00,4008461,20,9,1999,1,,
N,2018,CA,-3.00,30218870,247,10,1995,1,,
N,2018,CA,-3.00,5535452,2,16,2011,1,,
N,2018,NY,-3.00,6181582,9,17,2008,1,,
N,2018,NJ,-3.00,5727940,9,4,2012,1,,
N,2018,CA,-3.00,5356584,2,4,2014,1,,
N,2018,VA,-3.00,18435995,3,17,2010,1,,
N,2018,GA,-3.00,7176295,29,2,1996,1,,
N,2018,MA,-3.00,6001992,6,15,2011,1,,
N,2018,TX,-3.00,40839221,8,11,1990,1,,
N,2018,AZ,-3.00,12566647,46,5,1994,1,,
N,2018,MO,-3.00,12174159,21,3,1998,1,,
N,2018,TX,-3.00,43503499,8,10,1998,1,,
N,2018,NC,-3.00,40588383,43,11,2011,1,,
N,2018,WA,-4.00,5895897,966,16,2005,1,,
N,2018,PA,-4.00,4938052,49,14,2008,1,,
N,2018,MD,-4.00,3840062,35,15,2000,1,,
N,2018,CA,-4.00,39284163,54,17,2007,1,,
N,2018,IN,-4.00,30337457,81,6,2001,1,,
N,2018,KS,-4.00,21143798,21,6,1991,1,,
N,2018,WI,-4.00,8985027,78,29,1994,1,,
N,2018,NC,-4.00,34731662,192,12,1996,1,,
N,2018,CA,-4.00,5056960,11,5,2004,1,,
N,2018,UT,-4.00,6718778,12,6,2011,1,,
N,2018,MO,-4.00,7035269,21,17,1995,1,,
N,2018,TX,-4.00,14111765,18,10,1995,1,,
N,2018,CA,-5.00,10681259,2,28,2001,1,,
N,2018,AZ,-5.00,11999774,46,9,1996,1,,
N,2018,MA,-5.00,8527240,6,15,1994,1,,
N,2018,CT,-5.00,5300538,356,10,2013,1,,
N,2018,CA,-5.00,3833941,11,28,2008,1,,
N,2018,NY,-5.00,14281643,9,2,2004,1,,
N,2018,WI,-5.00,6349384,27,2,1998,1,,
N,2018,KS,-5.00,4235295,21,4,1995,1,,
N,2018,PA,-5.00,6669185,49,10,1996,1,,
N,2018,VA,-5.00,24671303,40,24,1992,1,,
N,2018,FL,-5.00,5395253,68,15,1996,1,,
N,2018,MI,-5.00,13631684,50,6,2004,1,,
N,2018,MI,-5.00,18832257,84,6,2010,1,,
N,2018,GA,-5.00,4792914,29,17,2000,1,,
N,2018,WA,-6.00,4528590,23,6,1998,1,,
N,2018,GA,-6.00,9588797,29,13,1990,1,,
N,2018,VA,-6.00,4996178,3,7,1996,1,,
N,2018,WI,-6.00,7298106,78,10,2006,1,,
N,2018,AZ,-6.00,6132097,46,17,1996,1,,
N,2018,GA,-6.00,660076160,29,17,2014,1,,
N,2018,CA,-6.00,5716231,11,15,2000,1,,
N,2018,CA,-6.00,5968446,20,7,1997,1,,
N,2018,MI,-6.00,16480515,219,15,2003,1,,
N,2018,FL,-6.00,14265534,7,5,2012,1,,
N,2018,TX,-6.00,23173769,8,3,1991,1,,
N,2018,LA,-6.00,9445394,33,7,2002,1,,
N,2018,NE,-7.00,9360117,97,11,1991,1,,
N,2018,GA,-7.00,5321369,29,7,2004,1,,
N,2018,PA,-7.00,5938072,49,20,1993,1,,
N,2018,NC,-7.00,11699725,36,9,1997,1,,
N,2018,VA,-7.00,1190231295,3,7,2000,1,,
N,2018,CA,-7.00,4021365,2,19,2008,1,,
N,2018,PA,-7.00,38562713,49,9,2000,1,,
N,2018,GA,-7.00,5185184,29,20,2014,1,,
N,2018,NJ,-7.00,3770044,49,17,1991,1,,
N,2018,NY,-7.00,4579785,9,4,1990,1,,
N,2018,PA,-7.00,13981520,52,16,2011,1,,
N,2018,FL,-7.00,3787236,1,22,2013,1,,
N,2018,MD,-7.00,13549971,35,4,2013,1,,
N,2018,NJ,-7.00,102904221,9,17,2014,1,,
N,2018,CO,-7.00,4713073,30,18,2014,1,,
N,2018,TX,-7.00,6594379,8,17,1999,1,,
N,2018,VA,-8.00,4938247,3,7,2013,1,,
N,2018,AL,-8.00,7421811,69,7,1999,1,,
N,2018,NY,-8.00,847684727,2,12,2011,1,,
N,2018,AL,-8.00,3917213,69,7,2011,1,,
N,2018,TX,-8.00,4568628,8,5,1993,1,,
N,2018,NY,-8.00,13843616,9,17,2002,1,,
N,2018,IL,-8.00,18434061,17,2,1998,1,,
N,2018,NJ,-8.00,10140395,9,21,1990,1,,
N,2018,MN,-8.00,8861191,13,18,2000,1,,
N,2018,CA,-8.00,4728695,54,21,2006,1,,
N,2018,CA,-8.00,5508704,4,9,2008,1,,
N,2018,TN,-8.00,5280879,82,11,2002,1,,
N,2018,CA,-9.00,6293881,4,5,2011,1,,
N,2018,SD,-9.00,133185091,709,7,1995,1,,
N,2018,AZ,-9.00,13340499,46,10,2002,1,,
N,2018,OH,-9.00,5438008,79,21,1990,1,,
N,2018,CA,-9.00,3678703,11,10,1997,1,,
N,2018,GA,-9.00,4043949,29,5,2003,1,,
N,2018,TX,-9.00,21102907,18,15,1994,1,,
N,2018,NC,-9.00,398165680,191,6,1998,1,,
N,2018,MI,-9.00,10638742,50,21,2006,1,,
N,2018,OR,-9.00,12123784,10,14,1992,1,,
N,2018,CA,-9.00,25010417,2,5,1995,1,,
N,2018,VA,-9.00,8297851,3,7,2014,1,,
N,2018,MN,-9.00,4031475,13,15,2013,1,,
N,2018,CA,-9.00,4417965,2,5,2014,1,,
N,2018,TX,-9.00,13628749,8,20,2009,1,,
N,2018,PA,-10.00,13543197,49,24,1990,1,,
N,2018,OH,-10.00,9923108,79,17,2005,1,,
N,2018,MA,-10.00,9537801,6,17,1992,1,,
N,2018,LA,-10.00,7336627,33,20,2010,1,,
N,2018,AL,-10.00,4053549,69,2,2011,1,,
N,2018,GA,-10.00,49094406,29,8,1996,1,,
N,2018,KY,-10.00,11814621,630,19,2013,1,,
N,2018,CA,-10.00,5563711,75,1,2008,1,,
N,2018,UT,-10.00,9639582,12,10,1991,1,,
N,2018,MI,-10.00,3780527,84,9,2009,1,,
N,2018,FL,-10.00,94696531,1,1,2011,1,,
N,2018,MD,-10.00,4405295,35,16,2003,1,,
N,2018,OH,-11.00,22047917,79,21,2008,1,,
N,2018,MD,-11.00,23180784,61,3,2003,1,,
N,2018,PA,-11.00,9949014,49,10,1995,1,,
N,2018,MA,-11.00,10540569,6,17,2013,1,,
N,2018,FL,-11.00,30018169,64,20,2000,1,,
N,2018,FL,-11.00,3633246,7,18,1991,1,,
N,2018,TX,-11.00,4990746,8,10,1992,1,,
N,2018,CA,-11.00,4597453,2,4,2006,1,,
N,2018,VA,-11.00,7994967,3,17,1991,1,,
N,2018,CO,-11.00,12564722,30,28,2004,1,,
N,2018,NY,-11.00,4169142,419,10,2002,1,,
N,2018,NY,-11.00,4599792,238,4,2002,1,,
N,2018,CA,-11.00,97050625,2,2,2007,1,,
N,2018,GA,-11.00,12368696,29,10,1996,1,,
N,2018,NC,-11.00,3994439,192,18,2007,1,,
N,2018,IN,-12.00,9190484,162,11,2013,1,,
N,2018,GA,-12.00,8321398,29,17,2012,1,,
N,2018,TX,-12.00,224954689,18,2,1995,1,,
N,2018,AZ,-12.00,54788788,46,17,2008,1,,
N,2018,VA,-12.00,11171189,3,20,2014,1,,
N,2018,OH,-12.00,7590579,47,24,2004,1,,
N,2018,AL,-12.00,7017724,69,7,2010,1,,
